Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind direction at 100m (deg),air pressure at 100m (Pa),air temperature at 100m (C)
2012,3,11,17,30,9.28,189.18,98690,16.48
2012,3,11,18,30,8.61,177.71,98690,15.92
2012,3,11,19,30,11.47,178,98690,14.67
2012,3,11,20,30,13.21,174.53,98630,13.88
2012,3,11,21,30,13.09,166.93,98560,13.69
2012,3,11,22,30,14.620000000000001,162.79,98520,13.31
2012,3,11,23,30,14.19,167.47,98430,12.73
2012,3,12,0,30,13.8,172.98,98390,11.48
2012,3,12,1,30,13.74,171.5,98310,10.200000000000001
2012,3,12,2,30,13.57,178.68,98240,9.81
2012,3,12,3,30,13.3,182.17000000000002,98130,10.33
2012,3,12,4,30,12.47,176.15,98030,10.700000000000001
2012,3,12,5,30,13.56,173.8,97980,10.32
2012,3,12,6,30,13.82,181.35,97950,11.450000000000001
2012,3,12,7,30,13.14,187.82,97920,11.790000000000001
2012,3,12,8,30,12.88,204.49,97890,13.61
2012,3,12,9,30,10.13,207.58,97870,14.870000000000001
2012,3,12,10,30,10.540000000000001,205.79,97800,15.59
2012,3,12,11,30,10.88,208.19,97690,16.45
2012,3,12,12,30,12.58,214.49,97570,17.69
2012,3,12,13,30,14.48,217.95000000000002,97480,18.16
2012,3,12,14,30,11.27,229.71,97470,16.43
2012,3,12,15,30,11.76,254.46,97490,16.15
2012,3,12,16,30,11.71,251.58,97520,16.36
2012,3,12,17,30,10.78,262.95,97590,15.71
2012,3,12,18,30,11.32,266.87,97650,14.64
2012,3,12,19,30,10.8,275.16,97730,13.450000000000001
2012,3,12,20,30,11.63,278.17,97810,12.64
2012,3,12,21,30,10.8,279.94,97850,12.290000000000001
2012,3,12,22,30,10.66,276.44,97920,12.13
2012,3,12,23,30,9.85,273.22,97980,12.09
2012,3,13,0,30,10.42,268.12,98050,11.88
2012,3,13,1,30,10.9,265.05,98110,11.53
2012,3,13,2,30,11.4,267.61,98150,11.78
2012,3,13,3,30,11.8,271.08,98170,12.06
2012,3,13,4,30,11.18,279.86,98220,11.46
2012,3,13,5,30,10.700000000000001,300,98350,9.22
2012,3,13,6,30,10.44,314.7,98410,8.82
2012,3,13,7,30,8.81,324.56,98490,10.06
2012,3,13,8,30,5.91,319.15000000000003,98550,10.81
2012,3,13,9,30,3.7,318.79,98610,12.09
2012,3,13,10,30,2.65,322.35,98640,13.07
2012,3,13,11,30,0.72,333.42,98670,12.81
2012,3,13,12,30,2.0300000000000002,76.79,98650,12.870000000000001
2012,3,13,13,30,2.48,109.38,98620,12.97
2012,3,13,14,30,3.33,126.79,98580,12.92
2012,3,13,15,30,4.43,138.58,98560,12.88
2012,3,13,16,30,4.87,144.61,98590,12.780000000000001
2012,3,13,17,30,4.42,137.98,98560,13.05
2012,3,13,18,30,4.46,135.7,98610,13.49
2012,3,13,19,30,5.69,131.23,98600,14.05
2012,3,13,20,30,7.75,129.86,98630,14.040000000000001
2012,3,13,21,30,9.89,133.14000000000001,98620,13.76
2012,3,13,22,30,10.21,146.73,98650,13.040000000000001
2012,3,13,23,30,11.09,149.45000000000002,98600,12.91
2012,3,14,0,30,11.07,151.64000000000001,98560,11.82
2012,3,14,1,30,10.9,157.92000000000002,98520,11.48
2012,3,14,2,30,10.25,167.32,98480,11.47
2012,3,14,3,30,10.42,178.52,98450,11.69
2012,3,14,4,30,11.03,187.48,98440,12.120000000000001
2012,3,14,5,30,11.75,195.65,98440,13.15
2012,3,14,6,30,12.07,201.83,98450,13.07
2012,3,14,7,30,11.86,209.36,98470,13.040000000000001
2012,3,14,8,30,10.07,215.15,98450,14.51
2012,3,14,9,30,7.640000000000001,219.29,98420,16.72
2012,3,14,10,30,7.42,206.93,98390,18.69
2012,3,14,11,30,7.47,196.79,98330,20.93
2012,3,14,12,30,7.390000000000001,192.06,98260,21.92
2012,3,14,13,30,9.450000000000001,202.04,98200,23.64
2012,3,14,14,30,11.540000000000001,205.57,98130,24.04
2012,3,14,15,30,11.66,207.75,98100,24.07
2012,3,14,16,30,10.6,207.15,98090,23.91
2012,3,14,17,30,10.13,203.76,98120,23.580000000000002
2012,3,14,18,30,9.950000000000001,200.91,98150,22.96
2012,3,14,19,30,10.25,201.6,98190,22.22
2012,3,14,20,30,9.870000000000001,201.91,98200,21.36
2012,3,14,21,30,10.15,203.76,98220,20.59
2012,3,14,22,30,9.59,199.73000000000002,98250,19.900000000000002
2012,3,14,23,30,9.82,215.29,98280,19.27
2012,3,15,0,30,9.61,214.05,98250,18.990000000000002
2012,3,15,1,30,9.09,215.13,98240,18.330000000000002
2012,3,15,2,30,8.950000000000001,218.26,98230,18.23
2012,3,15,3,30,9.05,217.32,98210,18.240000000000002
2012,3,15,4,30,10.61,222.68,98250,17.45
2012,3,15,5,30,10.94,225.11,98310,17.21
2012,3,15,6,30,11.22,222.49,98380,16.21
2012,3,15,7,30,10.17,231.02,98380,15.74
2012,3,15,8,30,7.54,237.85,98330,16.67
2012,3,15,9,30,7.390000000000001,234.82,98320,17.990000000000002
2012,3,15,10,30,6.21,227.07,98330,19.57
2012,3,15,11,30,5.41,222.69,98330,21.3
2012,3,15,12,30,7.09,346.21,98300,13.07
2012,3,15,13,30,6.97,6.92,98310,10.21
2012,3,15,14,30,6.67,6.84,98290,9.790000000000001
2012,3,15,15,30,6.28,4.37,98290,10.19
2012,3,15,16,30,6.28,0.85,98310,9.61
2012,3,15,17,30,6.76,0.6,98330,8.83
2012,3,15,18,30,6.83,2.37,98380,7.84
2012,3,15,19,30,6.1000000000000005,7.3,98440,7.42
2012,3,15,20,30,5.66,9.01,98480,6.09
2012,3,15,21,30,6.16,10.39,98510,5.9
2012,3,15,22,30,7.12,8.56,98580,4.6000000000000005
2012,3,15,23,30,6.16,17.8,98620,4.94
2012,3,16,0,30,3.69,28.21,98630,4.61
2012,3,16,1,30,2.25,55.52,98590,6.19
2012,3,16,2,30,1.36,115,98570,7.34
2012,3,16,3,30,1.97,80.59,98550,8.2
2012,3,16,4,30,2.2600000000000002,89.43,98590,7.8
2012,3,16,5,30,1.11,113.32000000000001,98650,6.23
2012,3,16,6,30,2.24,132.56,98630,7.26
2012,3,16,7,30,2.46,129.52,98660,7.25
2012,3,16,8,30,2.08,104.65,98700,6.640000000000001
2012,3,16,9,30,2.44,98.81,98730,5.65
2012,3,16,10,30,2.0100000000000002,85.65,98720,5.71
2012,3,16,11,30,1.68,104.74000000000001,98710,6.72
2012,3,16,12,30,1.9100000000000001,105.29,98670,7.05
2012,3,16,13,30,2.59,114.85000000000001,98610,9.68
2012,3,16,14,30,3.21,122.78,98570,11.27
2012,3,16,15,30,3.58,105.91,98490,12.040000000000001
2012,3,16,16,30,4.5200000000000005,108.82000000000001,98460,12.700000000000001
2012,3,16,17,30,5.8,111.48,98480,13.120000000000001
2012,3,16,18,30,7.09,106.82000000000001,98530,13.040000000000001
2012,3,16,19,30,7.07,96.08,98560,12.65
2012,3,16,20,30,6.48,122.39,98550,13.32
2012,3,16,21,30,7.5,157.59,98580,14.450000000000001
2012,3,16,22,30,8,185.46,98570,15.56
2012,3,16,23,30,9.76,190.74,98580,17.39
2012,3,17,0,30,10.450000000000001,191.35,98570,17.16
2012,3,17,1,30,11.76,188.53,98580,16.71
2012,3,17,2,30,12.620000000000001,193.78,98580,16.17
2012,3,17,3,30,11.74,199.44,98600,15.35
2012,3,17,4,30,11.4,200.5,98620,15.08
2012,3,17,5,30,11.290000000000001,197.88,98660,15.39
2012,3,17,6,30,11.05,189.27,98640,15.76
2012,3,17,7,30,9.98,186.1,98660,14.59
2012,3,17,8,30,8.28,187.32,98690,14.88
2012,3,17,9,30,6.7700000000000005,182.38,98690,16.7
2012,3,17,10,30,8.64,163.14000000000001,98650,17.43
2012,3,17,11,30,10.99,152.52,98590,18.82
2012,3,17,12,30,12.790000000000001,149.33,98520,20.23
2012,3,17,13,30,12.51,149.44,98420,21.27
2012,3,17,14,30,11.96,147.77,98380,21.96
2012,3,17,15,30,11.59,146.92000000000002,98330,22.42
2012,3,17,16,30,11.08,151.03,98350,22.41
2012,3,17,17,30,9.790000000000001,155.14000000000001,98360,22.61
2012,3,17,18,30,9.11,150.57,98320,22.23
2012,3,17,19,30,12.040000000000001,142.82,98320,21.29
2012,3,17,20,30,14.41,153.45000000000002,98380,19.95
2012,3,17,21,30,13.15,161.8,98410,19.47
2012,3,17,22,30,10.83,173.3,98380,18.990000000000002
2012,3,17,23,30,10.21,189.87,98380,18.26
2012,3,18,0,30,10.39,199.69,98380,17.76
2012,3,18,1,30,9.51,211.58,98370,16.92
2012,3,18,2,30,8.47,222.9,98370,16.44
2012,3,18,3,30,7.41,223.49,98370,15.99
2012,3,18,4,30,6.74,214.12,98410,15.85
2012,3,18,5,30,6.96,207.4,98420,15.77
2012,3,18,6,30,6.65,198.98000000000002,98460,15.32
2012,3,18,7,30,6.76,198.91,98490,15
2012,3,18,8,30,4.51,206.21,98520,16.13
2012,3,18,9,30,4.97,205.3,98520,17.8
2012,3,18,10,30,5.22,205.27,98490,19.22
2012,3,18,11,30,4.38,183.69,98450,20.56
2012,3,18,12,30,6.42,150.29,98360,20.36
2012,3,18,13,30,7.8,139.73,98290,21.16
2012,3,18,14,30,8.39,136.64000000000001,98240,21.75
2012,3,18,15,30,8.68,140.39000000000001,98220,21.42
2012,3,18,16,30,8.15,151.74,98190,21.63
2012,3,18,17,30,7.28,165.1,98180,22.03
2012,3,18,18,30,7.61,189.28,98210,23.650000000000002
2012,3,18,19,30,9.24,185.3,98210,23.580000000000002
2012,3,18,20,30,10.42,185.11,98230,23.16
2012,3,18,21,30,11.24,186.42000000000002,98240,22.39
2012,3,18,22,30,11.02,189.37,98270,21.26
2012,3,18,23,30,10.32,195.91,98270,20.490000000000002
2012,3,19,0,30,9.31,194.24,98290,19.63
2012,3,19,1,30,9.040000000000001,195.77,98300,19.09
2012,3,19,2,30,9.11,202.23000000000002,98300,18.87
2012,3,19,3,30,8.33,202.96,98290,18.34
2012,3,19,4,30,7.8500000000000005,201.01,98370,17.740000000000002
2012,3,19,5,30,8.34,200.9,98360,17.56
2012,3,19,6,30,8.22,201.23000000000002,98420,17.34
2012,3,19,7,30,7.15,201.43,98400,16.9
2012,3,19,8,30,5.61,205.09,98430,18.400000000000002
2012,3,19,9,30,4.8,194.41,98430,20.13
2012,3,19,10,30,4.75,175.34,98390,20.48
2012,3,19,11,30,5.62,160.53,98350,20.86
2012,3,19,12,30,7.95,140.41,98270,21.12
2012,3,19,13,30,8.83,132.41,98220,21.94
2012,3,19,14,30,9.88,132.48,98150,23.21
2012,3,19,15,30,8.92,136.65,98070,23.09
2012,3,19,16,30,7.7,166.25,98070,22.59
2012,3,19,17,30,8.98,172.72,98060,24.93
2012,3,19,18,30,12.68,168.6,98090,24.75
2012,3,19,19,30,13.6,161.41,98080,23.76
2012,3,19,20,30,13.030000000000001,170.11,98100,22.77
2012,3,19,21,30,12.450000000000001,175.23,98120,22.18
2012,3,19,22,30,13.65,172.12,98130,21.77
2012,3,19,23,30,13.93,180.37,98110,21.31
2012,3,20,0,30,14.06,191.92000000000002,98130,20.73
2012,3,20,1,30,13.030000000000001,192.38,98140,20.38
2012,3,20,2,30,11.81,189.65,98160,20
2012,3,20,3,30,11.64,188.91,98190,19.59
2012,3,20,4,30,11.120000000000001,187.9,98230,19.21
2012,3,20,5,30,9.59,182.58,98300,18.85
2012,3,20,6,30,9.15,177.70000000000002,98350,18.45
2012,3,20,7,30,8.74,174.56,98410,18
2012,3,20,8,30,7.58,173.44,98420,18.93
2012,3,20,9,30,8.11,163.95000000000002,98470,19.93
2012,3,20,10,30,9.18,163.73,98440,21.5
2012,3,20,11,30,8.14,182.44,98410,23.69
2012,3,20,12,30,10.27,197.61,98350,25.330000000000002
2012,3,20,13,30,11.91,193.34,98290,26.5
2012,3,20,14,30,11.51,189.35,98250,26.650000000000002
2012,3,20,15,30,10.75,185.51,98220,26.73
2012,3,20,16,30,9.03,184.01,98250,26.240000000000002
2012,3,20,17,30,9.63,183.91,98290,26.25
2012,3,20,18,30,9.78,171.58,98340,25.45
2012,3,20,19,30,10.59,168.74,98380,24.69
2012,3,20,20,30,10.5,172.76,98460,24.46
2012,3,20,21,30,9.870000000000001,165.38,98510,23.64
2012,3,20,22,30,10.72,162.93,98540,22.47
2012,3,20,23,30,12.19,162.81,98530,22.2
2012,3,21,0,30,12.77,166.17000000000002,98520,21.41
2012,3,21,1,30,11.99,164.09,98520,20.81
2012,3,21,2,30,13.01,163.37,98510,20.36
2012,3,21,3,30,12.540000000000001,161.73,98490,19.97
2012,3,21,4,30,12.790000000000001,159.61,98520,19.11
2012,3,21,5,30,12.72,164.98,98580,19.080000000000002
2012,3,21,6,30,11.55,170.82,98610,18.86
2012,3,21,7,30,10.11,180.5,98690,18.85
2012,3,21,8,30,6.75,198.92000000000002,98720,21.16
2012,3,21,9,30,4.78,199.79,98710,23.06
2012,3,21,10,30,3.46,168.43,98650,24.29
2012,3,21,11,30,4.89,141.18,98620,23.900000000000002
2012,3,21,12,30,6.3500000000000005,130.94,98520,24.43
2012,3,21,13,30,7.01,131.19,98490,25.09
2012,3,21,14,30,7.16,132.62,98440,25.09
2012,3,21,15,30,7.18,139.84,98440,24.52
2012,3,21,16,30,6.55,158.06,98430,24.38
2012,3,21,17,30,6.84,172.08,98460,25.51
2012,3,21,18,30,7.98,172.12,98510,26.16
2012,3,21,19,30,6.8500000000000005,173.25,98540,25.8
2012,3,21,20,30,6.11,165.35,98530,24.900000000000002
2012,3,21,21,30,6.1000000000000005,162.48,98520,24.63
2012,3,21,22,30,5.94,155.9,98540,23.990000000000002
2012,3,21,23,30,7.2700000000000005,147.63,98560,23.55
2012,3,22,0,30,7.45,162.44,98560,22.04
2012,3,22,1,30,8.540000000000001,175.85,98570,21.21
2012,3,22,2,30,7.78,191.94,98580,20.66
2012,3,22,3,30,6.75,202.47,98600,20.12
2012,3,22,4,30,5.4,206.9,98630,20.72
2012,3,22,5,30,3.77,185.95000000000002,98620,19.96
2012,3,22,6,30,3.88,172.63,98680,19.52
2012,3,22,7,30,4.05,160.4,98680,19.32
2012,3,22,8,30,4.82,146.8,98680,18.75
2012,3,22,9,30,5.45,140.52,98690,18.97
2012,3,22,10,30,5.65,132.36,98670,19.240000000000002
2012,3,22,11,30,6.28,125.95,98650,20.18
2012,3,22,12,30,6.72,117,98620,21.7
2012,3,22,13,30,7.26,98.13,98550,22.46
2012,3,22,14,30,8.14,89.18,98470,22.830000000000002
2012,3,22,15,30,10.03,81.52,98410,22.41
2012,3,22,16,30,2.89,359.35,98420,18.19
2012,3,22,17,30,0.81,114.91,98480,17.63
2012,3,22,18,30,0.43,31.09,98500,15.56
2012,3,22,19,30,4.17,101.81,98490,15.66
2012,3,22,20,30,11.97,121.98,98520,14.96
2012,3,22,21,30,3.72,130.77,98450,16.37
2012,3,22,22,30,4.67,202.65,98430,16.8
2012,3,22,23,30,4.64,212.27,98460,17.35
2012,3,23,0,30,4.8500000000000005,116.18,98470,11.620000000000001
2012,3,23,1,30,5.53,121.19,98450,14.11
2012,3,23,2,30,6,140.73,98400,15.49
2012,3,23,3,30,5.9,132.7,98340,15.85
2012,3,23,4,30,7.09,124.3,98330,13.76
2012,3,23,5,30,7.99,131.6,98340,13.33
2012,3,23,6,30,7.57,134.28,98350,12.030000000000001
2012,3,23,7,30,10.15,138.9,98360,14.15
2012,3,23,8,30,7.22,121.97,98290,14.280000000000001
2012,3,23,9,30,8.46,116.31,98240,13.620000000000001
2012,3,23,10,30,8.99,125.95,98190,12.76
2012,3,23,11,30,9.01,128.12,98110,14.76
2012,3,23,12,30,6.05,116.11,98010,14.59
2012,3,23,13,30,5.49,110.34,97950,14.290000000000001
2012,3,23,14,30,5.32,64.5,97860,14.41
2012,3,23,15,30,8.68,53.71,97750,14.77
2012,3,23,16,30,4.2700000000000005,32.58,97760,12.200000000000001
2012,3,23,17,30,3.91,21.580000000000002,97800,10.5
2012,3,23,18,30,6.03,17.18,97820,10.15
2012,3,23,19,30,4.37,47.35,97850,11.43
2012,3,23,20,30,9.09,65.13,97830,11.22
2012,3,23,21,30,8.15,48.120000000000005,97800,10.84
2012,3,23,22,30,6.19,46.63,97780,10.53
2012,3,23,23,30,5.9,34.72,97760,8.9
2012,3,24,0,30,6.49,55.1,97680,10.49
2012,3,24,1,30,4.99,65.1,97660,11.6
2012,3,24,2,30,6.11,7.96,97650,9.76
2012,3,24,3,30,8.92,347.17,97650,8.69
2012,3,24,4,30,10.52,344.76,97630,10.35
2012,3,24,5,30,12.66,359.02,97690,10.34
2012,3,24,6,30,12.41,359.55,97750,10.42
2012,3,24,7,30,10.28,8.39,97780,10.34
2012,3,24,8,30,7.53,12.96,97780,10.27
2012,3,24,9,30,6.79,14.02,97790,11.13
2012,3,24,10,30,8.28,6.21,97800,9.9
2012,3,24,11,30,9.31,348.88,97840,8.33
2012,3,24,12,30,12.82,349.07,97860,8.38
2012,3,24,13,30,12.63,346.87,97900,8.26
2012,3,24,14,30,12.48,346.41,97900,8.56
2012,3,24,15,30,12.47,354.5,97920,8.97
2012,3,24,16,30,12.13,356.32,97950,9.08
2012,3,24,17,30,10.61,4.97,97970,9.540000000000001
2012,3,24,18,30,12.040000000000001,10.94,98000,7.86
2012,3,24,19,30,10.950000000000001,18.28,98040,7.91
2012,3,24,20,30,9.59,14.38,98070,8.11
2012,3,24,21,30,7.8500000000000005,12.780000000000001,98090,9.07
2012,3,24,22,30,7.32,352.03000000000003,98120,8.86
2012,3,24,23,30,9.05,351.95,98140,8.56
2012,3,25,0,30,9.91,350.41,98180,8.77
2012,3,25,1,30,9.67,345.66,98210,9.68
2012,3,25,2,30,9.47,335.1,98240,8.92
2012,3,25,3,30,10.23,351.62,98240,9.870000000000001
2012,3,25,4,30,9.950000000000001,356.5,98250,9.23
2012,3,25,5,30,9.96,358.67,98330,9.200000000000001
2012,3,25,6,30,11.120000000000001,4.36,98410,8.43
2012,3,25,7,30,12.11,0.44,98470,9.14
2012,3,25,8,30,12.21,4.66,98540,8.64
2012,3,25,9,30,11.73,2.42,98590,8.86
2012,3,25,10,30,11.76,0.25,98630,6.55
2012,3,25,11,30,11.73,355.72,98680,4.98
2012,3,25,12,30,10.1,0.92,98690,4.11
2012,3,25,13,30,8.82,358.97,98660,3.84
2012,3,25,14,30,8.28,354.13,98650,3.72
2012,3,25,15,30,8.05,358.8,98670,3.61
2012,3,25,16,30,6.890000000000001,9.96,98710,3.95
2012,3,25,17,30,5.66,21.64,98700,4.11
2012,3,25,18,30,5.37,32.79,98720,4.11
2012,3,25,19,30,5.9,33.55,98780,4.36
2012,3,25,20,30,6.82,28.75,98860,4.4
2012,3,25,21,30,8.34,23.28,98940,4.2
2012,3,25,22,30,10.88,17.93,99000,3.98
2012,3,25,23,30,13.450000000000001,39.32,99050,4.2
2012,3,26,0,30,13.96,43.13,99150,2.94
2012,3,26,1,30,13.1,39.2,99230,2.11
2012,3,26,2,30,12.72,36.9,99280,1.59
2012,3,26,3,30,11.8,37.78,99290,1.3
2012,3,26,4,30,11.290000000000001,40.01,99340,1.1400000000000001
2012,3,26,5,30,10.68,42.46,99450,1.1
2012,3,26,6,30,10.23,46.980000000000004,99540,1.1400000000000001
2012,3,26,7,30,9.28,52.980000000000004,99600,1.09
2012,3,26,8,30,8.77,56.64,99670,1.07
2012,3,26,9,30,8.26,64.92,99680,1.02
2012,3,26,10,30,8.120000000000001,62.940000000000005,99660,0.86
2012,3,26,11,30,7.38,61.13,99660,0.89
2012,3,26,12,30,7.57,61.01,99600,0.9400000000000001
2012,3,26,13,30,8.02,51.27,99560,1.04
2012,3,26,14,30,7.86,46.34,99530,1.36
2012,3,26,15,30,7.95,46.59,99450,1.77
2012,3,26,16,30,7.73,51.92,99390,2.44
2012,3,26,17,30,7.91,53.95,99390,3.1
2012,3,26,18,30,8.85,65.02,99330,3.72
2012,3,26,19,30,10.15,80.89,99320,4.78
2012,3,26,20,30,12.27,106.16,99340,5.44
2012,3,26,21,30,13.040000000000001,110.56,99310,4.78
2012,3,26,22,30,12.85,117.85000000000001,99310,4.34
2012,3,26,23,30,13.27,126.98,99270,4.2700000000000005
2012,3,27,0,30,17.52,139.51,99120,2.59
2012,3,27,1,30,16.03,143.65,99170,1.82
2012,3,27,2,30,15.16,141.37,99160,1.54
2012,3,27,3,30,15.09,144.24,99120,1.06
2012,3,27,4,30,14.33,148.41,99120,0.92
2012,3,27,5,30,15.43,151.73,99080,0.84
2012,3,27,6,30,16,153.66,99030,0.77
2012,3,27,7,30,14.9,158.05,98980,0.97
2012,3,27,8,30,13.05,161.41,98910,2.13
2012,3,27,9,30,11.51,161.16,98850,4.17
2012,3,27,10,30,12.5,160.49,98650,6.48
2012,3,27,11,30,11.52,173.51,98460,10.3
2012,3,27,12,30,13.65,183.15,98250,13.34
2012,3,27,13,30,14.5,187.8,98070,15.43
2012,3,27,14,30,14.01,201.47,97990,16.79
2012,3,27,15,30,14.48,206.66,97890,17.53
2012,3,27,16,30,13.24,205.58,97830,17.87
2012,3,27,17,30,14.05,199.86,97780,18.41
2012,3,27,18,30,15.450000000000001,197.76,97720,18.03
2012,3,27,19,30,15.780000000000001,202.5,97710,17.31
2012,3,27,20,30,14.27,218.38,97690,16.17
2012,3,27,21,30,15.780000000000001,217.51,97670,15.55
2012,3,27,22,30,15.41,218.17000000000002,97680,15.49
2012,3,27,23,30,12.31,227.42000000000002,97620,15.85
2012,3,28,0,30,11.25,243.8,97620,16.05
2012,3,28,1,30,10.94,310.99,97710,15.23
2012,3,28,2,30,8.68,316.63,97750,13.77
2012,3,28,3,30,9.27,316.34000000000003,97780,12.47
2012,3,28,4,30,7.86,302.73,97820,11.68
2012,3,28,5,30,7.140000000000001,293.89,97900,10.86
2012,3,28,6,30,7.28,283.85,97980,10.13
2012,3,28,7,30,9.05,296.01,97970,9.86
2012,3,28,8,30,11.120000000000001,298.85,98000,10.26
2012,3,28,9,30,11.540000000000001,295.28000000000003,98040,10.84
2012,3,28,10,30,12.24,293.93,98040,11.61
2012,3,28,11,30,12.8,296.28000000000003,98080,12.18
2012,3,28,12,30,12.5,296.12,98040,12.59
2012,3,28,13,30,11.98,298.34000000000003,98060,13.07
2012,3,28,14,30,11.73,303.18,98060,13.25
2012,3,28,15,30,10.78,308.94,98050,13.27
2012,3,28,16,30,9.86,318.16,98090,12.92
2012,3,28,17,30,9.55,324.78000000000003,98170,12.290000000000001
2012,3,28,18,30,8.86,325.83,98260,11.67
2012,3,28,19,30,8.44,339.17,98330,11.05
2012,3,28,20,30,9.55,34.93,98410,6.9
2012,3,28,21,30,9.620000000000001,48.35,98490,5.1000000000000005
2012,3,28,22,30,8.4,46.09,98570,4.3500000000000005
2012,3,28,23,30,8.31,48.82,98610,3.91
2012,3,29,0,30,7.34,52.2,98630,3.65
2012,3,29,1,30,6.37,53.74,98640,3.3200000000000003
2012,3,29,2,30,5.75,48.31,98660,3.06
2012,3,29,3,30,5.93,41.19,98660,2.87
2012,3,29,4,30,7.0200000000000005,41.300000000000004,98680,2.65
2012,3,29,5,30,7.1000000000000005,45.58,98740,2.47
2012,3,29,6,30,6.890000000000001,50.71,98820,2.35
2012,3,29,7,30,7.05,54.58,98890,2.2800000000000002
2012,3,29,8,30,7.5200000000000005,55.94,98860,2.2
2012,3,29,9,30,5.86,71.27,98920,2.2800000000000002
2012,3,29,10,30,5.67,79.09,98900,2.27
2012,3,29,11,30,4.76,78.05,98860,2.21
2012,3,29,12,30,4.96,52.81,98780,2.19
2012,3,29,13,30,6.29,37.44,98660,2.08
2012,3,29,14,30,6.640000000000001,34.14,98590,2.21
2012,3,29,15,30,6.55,30.35,98560,2.41
2012,3,29,16,30,7.140000000000001,33.78,98540,2.69
2012,3,29,17,30,7.62,42.32,98490,3.0700000000000003
2012,3,29,18,30,7.42,57.25,98460,3.48
2012,3,29,19,30,7.9,64.82000000000001,98450,3.84
2012,3,29,20,30,9.8,78.82000000000001,98380,4.33
2012,3,29,21,30,8.52,85.15,98360,4.98
2012,3,29,22,30,9.68,111.29,98290,6.29
2012,3,29,23,30,11.120000000000001,127.25,98180,7.17
2012,3,30,0,30,11.02,129.37,98180,6.94
2012,3,30,1,30,12.83,139,98100,6.18
2012,3,30,2,30,13.49,144.1,97990,4.5
2012,3,30,3,30,15.450000000000001,137.55,97830,3.86
2012,3,30,4,30,15.22,134.74,97740,4.4
2012,3,30,5,30,16.19,146.53,97610,4.51
2012,3,30,6,30,15.46,154.94,97570,4.34
2012,3,30,7,30,12.09,166.62,97430,5.82
2012,3,30,8,30,7.59,185.8,97280,9.19
2012,3,30,9,30,5.19,204.35,97240,11.92
2012,3,30,10,30,6.8,343.81,97260,7.17
2012,3,30,11,30,7.03,40.38,97210,6.22
2012,3,30,12,30,6.87,32.83,97220,5.68
2012,3,30,13,30,8.55,354.03000000000003,97290,4.09
2012,3,30,14,30,8.67,344.82,97400,3.79
2012,3,30,15,30,9.98,340.98,97510,3.5100000000000002
2012,3,30,16,30,11.98,344.86,97630,3.08
2012,3,30,17,30,12.14,355.18,97700,3.0300000000000002
2012,3,30,18,30,11.91,8.02,97770,3.0300000000000002
2012,3,30,19,30,11.700000000000001,15.13,97820,2.93
2012,3,30,20,30,10.11,28.94,97930,2.59
2012,3,30,21,30,9.620000000000001,35.45,98000,2.27
2012,3,30,22,30,9.1,38.82,98070,1.98
2012,3,30,23,30,7.74,44.660000000000004,98130,1.8900000000000001
2012,3,31,0,30,6.23,48.25,98200,1.9000000000000001
2012,3,31,1,30,5.74,42.39,98210,1.67
2012,3,31,2,30,6.4,37.96,98210,1.54
2012,3,31,3,30,6.8,36.980000000000004,98240,1.28
2012,3,31,4,30,6.86,45.39,98250,1.1
2012,3,31,5,30,5.75,53.67,98280,1.07
2012,3,31,6,30,7.25,69.81,98270,1.02
2012,3,31,7,30,5.88,76.07000000000001,98320,0.9500000000000001
2012,3,31,8,30,5.79,71.4,98400,0.9400000000000001
2012,3,31,9,30,5.98,81.56,98380,0.96
2012,3,31,10,30,4.94,80.21000000000001,98380,1.08
2012,3,31,11,30,3.72,91.69,98330,1.16
2012,3,31,12,30,3.4,76.91,98220,1.34
2012,3,31,13,30,3.44,56.18,98190,1.6500000000000001
2012,3,31,14,30,3.25,52.46,98110,2.08
2012,3,31,15,30,3.25,60.68,98050,2.66
2012,3,31,16,30,3.2,80.46000000000001,97970,3.24
2012,3,31,17,30,2.67,101.34,97930,3.84
2012,3,31,18,30,2.71,116.35000000000001,97900,4.36
2012,3,31,19,30,2.71,134.37,97900,4.91
2012,3,31,20,30,4.87,144.17000000000002,97850,5.75
2012,3,31,21,30,4.96,139.51,97810,6.34
2012,3,31,22,30,6.29,144.11,97730,7.67
2012,3,31,23,30,8.81,165.84,97690,9.700000000000001
2012,4,1,0,30,10.16,170.85,97680,9.68
2012,4,1,1,30,11.17,173.63,97590,9.39
2012,4,1,2,30,11.68,175.98,97480,9.09
2012,4,1,3,30,11.63,182.67000000000002,97420,8.790000000000001
2012,4,1,4,30,11.05,198.51,97380,9.33
2012,4,1,5,30,10.11,211.20000000000002,97340,10.89
2012,4,1,6,30,8.84,231.75,97320,11.040000000000001
2012,4,1,7,30,9.92,233.27,97290,11.86
2012,4,1,8,30,5.5,248.84,97300,13.73
2012,4,1,9,30,2.64,269.28000000000003,97290,14.16
2012,4,1,10,30,1.27,18.25,97330,12.81
2012,4,1,11,30,5.43,24.27,97310,13.07
2012,4,1,12,30,8.45,42.18,97280,11.17
2012,4,1,13,30,8.040000000000001,35.51,97260,10.57
2012,4,1,14,30,6.92,31.71,97220,10.51
2012,4,1,15,30,9.58,19.16,97260,8.93
2012,4,1,16,30,9.870000000000001,33.730000000000004,97290,7.03
